,tweet,off_label,label
6239,#ذكرى_تحرير_الكويت#اصدقا_الوناسه_وينهم #حياتك23 ياالله هلآيام #شو ملل😪من ٲلمانيا لفرنسا #لآطاليا. وهلق #بلندن🤒مش عارفه ٲكمل ع #سويسرا 😍ولاٲوقف #كذب🙊😂😂😂😂😂😂😂😂😂😂😂😂🎈🐸🌸,NOT_OFF,0.0
10530,user  داليا  مباركعنز الشعيب  ماتحب منه الا التيس ,,1.0
6005, يالتسذوب من متى تعرفه😂😂😂😂😂👊🏻لاتنسى الهديه واهم شي جب لي حلويات,NOT_OFF,0.0
7248, الرخييص رخييييص حتى لو حاول يعدل من وضعه يبقى رخييييص 👎🏻👎🏻,OFF,1.0
10747,وجود جامعه فيصل عباره عن فساد وقرف وزقاقه وكل مكان شي 💩💔,,1.0
7683,#صلاه_الجنازه_القادمه_انت عاد مو كذا النصيحه 😡 الله يطول بأعمارنا على طاعته.,OFF,1.0
7084, ولله هاذا الي قاعده اسويه الحين😤,NOT_OFF,0.0
11074,بجد احنا مجتمعنا حرفيا اتمسح ب كرامتنا الارض كلها 🐸✋,,1.0
10229,كل واحد على قد مصلحته و قاع بايين ينهبوا الثروة من البلاد حسبوها بقرة ولا حلوب و اول نهار طردو تلاميذ البكالوريا ما ولا استاذ كي تضامن مع تلاميذ و زيد زيد وزيد 👊,,1.0
442,  ايه كمية البنات الحلوة المجروحة المعقدة دي بتعملوا ايه في نعمة ربنا ياولاد المره ؟🐸,OFF,1.0
3662,الدكتور ده هيقطعلى الخلف ف مره والله 🐸,NOT_OFF,0.0
6231, و200 ليآ في شنطه همموت عليها 😂😂😂🐸 ايه يعمبآ يحبيبي متحووش فلوسك عاوزين نجههز البت يبابا 😒😂,NOT_OFF,0.0
7573, اقسم بالله انهم حتى اللي لابس شماغ وثوب وسيع يلاحقونه 👎🏻👎🏻,NOT_OFF,0.0
4028,  مين يسوي لي كذا ؟؟ ☺️فيه وآحد  بس ..... زعلآن منه 😡 ,NOT_OFF,0.0
10608, • بايع  الكليجا شوفوا ما انكر انه شيء حلو وجذاب مرااااا بس بنات المتوسط مرا اوفر اللي تسووونه 😂 خفوا يامممال على الصلاح والتقوى 😂👊🏻..,,1.0
3448,صباح الفل ع فكره😂😂👊 ,NOT_OFF,0.0
9610,تخسيين بس انتي والفلوبز ي حقينك😡,,1.0
5283,  #خذ_زبده_الهرجاخوانا السعوديين هذا شنو قصته وياناكلش الكويت والكويتذابحين ابوه ولابايقين حلاله؟بتسكتونه ولا نتصرف وياه؟😏🔪…,OFF,1.0
5473,الثقل زين مشفحوين الحمدالله والشكر تفشلون🙂🔪💔. #بايع_الكليجا,OFF,1.0
10496,كلمة لا تعمم ليس جميع البنات ي حمار تنكه😏👊🏻!.,,1.0
6407, أزعل الدنيا لرضاكِ 😣💕,NOT_OFF,0.0
10726,هه الله لايجي يقطع من اذنك يابنت فهد🖕🏼🖕🏼🖕🏼🔪,,1.0
3365, عبد الله الدبيخي كان في مهرجان الجنادرية بالرياض يبيع كليجا ( من انواع التمور ) هو حلاتو ويخقق 🌚 ،البنات تجمهرو عليه وبقو يصورو فيه هو انزعج منهم علق لوحة ( اشتر بعدين صور ) ممنوع التصوير الا تشتري . وبس يعني اشتهر بوسامته وتخرفن البنات عليه 😂😂🐸💔,OFF,1.0
6631,مو عادي😠,NOT_OFF,0.0
494, ع مدرستك وانت ساكت 😷,NOT_OFF,0.0
9216,يا امة 👎 ضحكت من جهلها الامم ، 👎   بايع  الكليجا,,1.0
8019, داحي حبيبي لا نخسر بعض 😘🔪,NOT_OFF,0.0
5271,بنات بلا قلة حيا استحوا على وجيكم زوجي ذا يلا انتِ وياها مناك😤💔.  #بايع_الكليجا,OFF,1.0
3123,انا ادخل المحاضره وافضل اتكلم مع ده وده والعب في التليفون شويه وانام شويه قشطهانما ما اروحش المحاضره خالص ليه هو انا فاشل 😠😂,NOT_OFF,0.0
834,  _هو واقف وراكي اهو، بصي بس براحه عشان متفضحناش 🐸..= ,NOT_OFF,0.0
7427,والله فيه شخص بحسابي القديم كان يسب اشخاص ويقول انتبه منهم اللحين هذولا اللي سبهم طلعو ارجل منه وكفو وهو فالخاص يجلس يسب فيني عند الناس وبالاخير بلكته والجميل انه مايعرف حسابي ذا عشان يغثني😷,NOT_OFF,0.0
7902,ليه انهاردة جه ماكنا شفتنا ع التلات على طول بدل الاحلام المخترفه طول الليل و بسمع فى الحلم اغنيه كاظم مالى خلق احب وافترق نار العشق ناره تحرق حرق ..انا ايه اللى فكرنى بام الاغنيه دى دلوقت . عااااااااه😣 يارب عدى اليوم بقا بطنى كركبت,NOT_OFF,0.0
6626, اشتغل ذباب المحمدين 😷,OFF,1.0
5501, انتي ملكه 😍بس عنيده 😠,NOT_OFF,0.0
10403,جعلك جعل للغبار اللي فيك يدفنك انت ,,1.0
7568, ☹️😤يمكن اني اعلمك وتاخذ الحيطة,NOT_OFF,0.0
10280,ايه ده ع اساس انك فاهمه الموضوع صح 😂👊,,1.0
3887,_وسخ! هتعيش وسخ وتموت وسخ ياحلواني .👋=لا وانت نضيف بروح امك 👊😂,OFF,1.0
11128, بايع  الكليجا فعلا ترا الناس اذواق اشوفه اقل شي من عادي لانه مايستاهل كل هالضجه واوفور تجمهر البنات عليه خقي وع يختي رتويت اذا مره عجبك لكن جد مو مو لهدرجه تجمهر وتصوير يع تفشلون 😷,,1.0
6396, ياخزيييييييااااه😷😷 الله يفشششلهن,OFF,1.0
2220,  *انا موبيلى ده لو بيتكلم كان زمانه قالى هيا مالها امك حاطه نقرها من نقرى ليه* 😂🐸💔,NOT_OFF,0.0
6319,  #لدغة_قاتلة#نكد_عليهم_بفيديو😠الافلام المفبركة من قبل الغرب والارهابين وعربان الخليج ليقولوا الغوطة تباد على يد الجيش…,OFF,1.0
5934, دام السعودي المتزوج اجنبية يأخذ ابنائه وزوجته الجنسية  خلاص السعودية المتزوجة اجنبي من باب أولى يأخذ ابنائها وزوجها الجنسيةالحال من بعضه👊🏻,NOT_OFF,0.0
5125, صوت اللي تقول تبارك الرحمن😷😷😷,NOT_OFF,0.0
6063, ما كان بيبدو قديما وعاديا لو النوم ما أحسن عني😤,NOT_OFF,0.0
10786,وضعك الان مزرررري الان ,,1.0
1186, ليش ؟ عالاقل افضل من باريش🤢,NOT_OFF,0.0
11021,ياخيي شي يععع يععع على كمية القرف لما اشوف سنابات حقت البنات والتميلح ,,1.0
9996, بايع  بتاع الكليجا من كثر بعد ما شفت فيديوهات عنه وكيف نص البنات قاموا يتحرشون و يتغزلون فيه تقرررفت منهم مادري كيف هو متربي 😒👎🏻,,1.0
4063,الرياضيات صعب صعب 😖😡,NOT_OFF,0.0
5046, اول واحد😃🤮🤮🤮🤮,NOT_OFF,0.0
2294,سكين حادة 🔪 ,NOT_OFF,0.0
7056,  يقعد العميل يزن يزنيزن يزنيزن يزنيزن يزنو في الأخر بعد ما تديله المعلومة يقولك انا كنت بسأل بس ... 😡😡😡,NOT_OFF,0.0
8247, راده عليهم انا 😂💔 كله منك انت قلت ردي الافتار 🙂🔪,NOT_OFF,0.0
11115,كيف ذولا حاطين مخضرم بالله تفو عليه وبعد يعترفون به هم ووجيهم اهلهم 😷😷,,1.0
2965, كانت وبعدها😏👊🏼.,NOT_OFF,0.0
6768,"دايم الكويسين مايكثرون عليهم محاضرات حدهم حدهم محاضره باليوم😂😂""م اقصدني طبعا""🌚💔🔪🔪",NOT_OFF,0.0
4413,#بايع_الكليجا طيب نفس الشي يوم جت بنت ترامب ولا حليمه ولا احد الفاشينستات على الاقل البنات ماطلعن قصايد وشيلات وخطبنه بالملايين 😂😂👊🏼,NOT_OFF,0.0
4190, صباح الخير  شد حيلك رح تشارك في الفورملا 2 للحامير 🐴,OFF,1.0
9742,url صح لسانك 🙄🚬اسكبي لي وغيري قليلا  من التفاح  لهم😆👊🏻,,1.0
1430, ياعمري😣😭💔,NOT_OFF,0.0
6563, بنات السعوديه تاج راسك ومتربيات ومحتشمات  وحافطين انفسنا وبيوتنا  وبكل مجتمع فيه الخبيث والطيب فالاتعمم اوك 🔪💦,OFF,1.0
8375,#بايع_الكليجا من زمان وانا احس بيني وبين الكليجا شي حلو وطلع انت سبحان خالق الجمال😣❤️❤️ ,NOT_OFF,0.0
6749,  وحده تقول قطعت الشارعوجا واحد مسرع كان بيصدمنيبعدين خفف السرعه ونزل القزاز حسبته بيعتذر ✋🏻قال إلبسي كعب👠 ياحمارهعشان نشوفك…,OFF,1.0
10574,وتستمر سلسلة خيبة امل kfc مستمرة.. 😂😂😡,,1.0
6998, 🤣🤣قد صارت وجا سيل قوي😣,NOT_OFF,0.0
5848,  كانوا يسرقون ألقاب 🤨اللحين صاروا يسرقون حركات🧐 ما منهم أمان الأسود الخضر🐸😂 ,OFF,1.0
9783,اقدر ابصم لكم بالعشرة مع انها مزة بالمتوسط ذا الخادمة😷,,1.0
7733,  ي جماعة مش هيكك😣مش كل ما انزل بوست تقعدوو تبوسوو بالشاشة💔☻اتحكموو ب مشاعركم ئي💔😂,NOT_OFF,0.0
11111,سواق الباص الباص هذا قاهرني.. كل زبايله قام ينطلها بالشارع ودي لو يتصفق والا يغرمون اللي يوصخ لهم الشوراع.. تصرفه غير اخلاقي وقلة ذوق وادب مو طبيعية 😷 😷😷😷,,1.0
10347,هذا شماااات بس اتوقع محد يعرف يلعب له غيري ابو زينه الحيوان حطمني اليوم ما شاء الله خفت عليه 😣,,1.0
11323,الله يبتليج بتغريدات اغث من هذي مثل انك ما ابتليتيني هنا بوسط التويتر ,,1.0
2339, خييير 🤢🤢,NOT_OFF,0.0
4873,  اوعى كلام الناس يوجعك💔 فتعمل بيه👎... اسمع كلام الناس من هنا 👂ومن هنا👂 ارميه... واللى يعاملك وحش👺 اوعى تعامله بيه👼... ا…,NOT_OFF,0.0
5966, سيبه ي بشمهندس براحته ده عامل زى صاحبه بالظبط بيزعلوا بسرعه وانت عارف 😂😂😂😂🙄👊,NOT_OFF,0.0
3686,فوق انه غثيث عندي مد ثنين وبرزنتيشن😷,NOT_OFF,0.0
5632,  عندي قناعة تامة اني اذا سويت نفسي ماشوف التحميل راح يحمل اسرع🌚💔مـنـ⁉ـو مثلي 👌😂😂😂😂😂😂😂👊👊👊👊👊👊👊,NOT_OFF,0.0
1711,قسم بالله نفسيتي فخشمي 🖕🏿🖕🏿🖕🏿,NOT_OFF,0.0
9926,اعمل اي واي حاجه تاني غير احساس انك تبقي بوشين عشان هستحقرك جدا 👎🏻,,1.0
3544,اللي قدامي يروح حطام😣 ,NOT_OFF,0.0
7141, الوشوم الكثيره تقرفني😷,NOT_OFF,0.0
11253,عمتي العزيزة انجبت اربعة بنات توايم ، زوجها السابق كان يهددها بالزواج من بنت اخرى ، انجبت بعدها بنت ثالثة ، فبقى والدها ينام في الفيلا الجديدة للضغط عليها ، حملت بصبي ، وفي يوم راح للمستشفى ماصدق ، راح يسلم على قضيب ابنه😡 ، اسبوع ومات الطفل ، راح هددها ، حملت وجابت له ولد ، بس صحتها تدهورت ، المهم كلت تبن هي ، وزوجها الجاهل ، اعني عمتي ، وكل من مثلهما😡💔,,1.0
5455,اللهم عافنا صارت الحرمه ماتستحي عيب والله احترمي الرجال الي وراك 👊🏻 #بايع_الكليجا,OFF,1.0
176,  واللى استجدعنا معاهم💪🏻طلعوا مش صافيين من جواهم.👌🏻👎🏻👎🏻,NOT_OFF,0.0
367, لماذا هذا السقوط يا جميلة بو حيدر👎,OFF,1.0
9866,اسكت انت ساكت خالص مش عاجب اتكلم براحتك مش عاجب اعمل ايه اضربلك مهندس الكهربا والغاز الى عندكم كلهم ✋👊👊👊,,1.0
10888,جمهور يحضر مجانا لو مجانا فقط اما بلفوس انسى لا انت تتعب نفسك والله😂😂😂 مهما تعملو ما راح توصلو زي الجمهور الاتحاد الرقم ١ عندكم في المملكه انتا حبيبي....... و موت قهر مووت يا بو ضفدع🐸😂,,1.0
3419, على كيفك متابعتهم يع! كتبت اسمه ودخلت على اول حساب طلع لي ليه اتابعهم واجيب الغثيان لنفسي🤢!,NOT_OFF,0.0
